Id,Label,d3,d2,d1,d0,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,Filter,X,Y,Size,Color
2KAaJOwfu8n93byx6YPRPa,2KAaJOwfu8n93byx6YPRPa,"hollywood, nyc pop",53,214349,Scarlett Johansson,0,0,0,0,3,,1.049651,-442.937592,10,"#00bd94"
71PxpzhhLdi9OVp5NYqCZX,71PxpzhhLdi9OVp5NYqCZX,,17,7700,Tom Hiddleston,0,0,0,0,3,,343.067444,-333.655853,10,"#00bd94"
2garjIdgTW5i89s4Z3UT72,2garjIdgTW5i89s4Z3UT72,,47,91496,Andrew Garfield,0,0,0,0,3,,43.346897,-534.185059,10,"#00bd94"
32PaECIhlV46TtNdKP34GX,32PaECIhlV46TtNdKP34GX,,30,69671,Ben Barnes,0,0,0,0,3,,39.577744,-218.963669,10,"#00bd94"
7g77hiv179GYIwhfCgETGy,7g77hiv179GYIwhfCgETGy,,50,50751,Brie Larson,0,0,0,0,3,,40.22065,-341.287109,10,"#00bd94"
5HMNsIi6AQplZELW9jeLjd,5HMNsIi6AQplZELW9jeLjd,,30,5187,Eric Zayne,0,0,0,0,3,,82.152374,132.898972,10,"#00bd94"
0MO42HJhUFrv078qALxpPQ,0MO42HJhUFrv078qALxpPQ,movie tunes,45,33648,Luke Evans,0,0,0,0,3,,85.41964,14.140569,10,"#00bd94"
7oAoGc2k7201dlU7mkhlDp,7oAoGc2k7201dlU7mkhlDp,"gymcore, heavy alternative",52,314453,No Resolve,0,0,0,0,4,,-94.980919,-393.096161,10,"#ff5584"
2q3GG88dVwuQPF4FmySr9I,2q3GG88dVwuQPF4FmySr9I,"modern alternative rock, pov: indie",65,1431234,The Score,0,0,0,0,3,,231.43219,-378.765808,10,"#00bd94"
3OsHwkxpSIEqqmYoQxZTT5,3OsHwkxpSIEqqmYoQxZTT5,hollywood,43,130103,Johnny Depp,0,0,0,0,3,,130.897568,-432.974518,10,"#00bd94"
7LIy7KinYq7a83dUH6kvxT,7LIy7KinYq7a83dUH6kvxT,"bossbeat, modern alternative rock, rebel blues",52,281003,Zayde Wølf,0,0,0,0,3,,60.112953,-103.127769,10,"#00bd94"
62uiaKAdkbY94iXJnXyKzc,62uiaKAdkbY94iXJnXyKzc,,61,755196,Peyton Parrish,15,0.131639,0.212679,7612,4,true,-263.085236,-166.516495,68.824722,"#ff5584"
4FmJD0mpgQ70SNt2EKK8tq,4FmJD0mpgQ70SNt2EKK8tq,"antiviral pop, irish metal",58,343202,Miracle Of Sound,0,0,0,0,4,,-222.051498,-419.634644,10,"#ff5584"
7fM0h2CG7zKqKc0jEa1b4R,7fM0h2CG7zKqKc0jEa1b4R,gymcore,59,430520,Citizen Soldier,0,0,0,0,4,,-525.696777,-426.584839,10,"#ff5584"
2IeMt1qx6ZVt1HFjdfE5tl,2IeMt1qx6ZVt1HFjdfE5tl,"metal cover, otacore",58,388631,Jonathan Young,0,0,0,0,4,,-16.6535,65.280495,10,"#ff5584"
78u21hh7csceByaxzd7pbh,78u21hh7csceByaxzd7pbh,gymcore,51,239015,State of Mine,0,0,0,0,4,,-186.154449,-321.281006,10,"#ff5584"
3uliAYf4KyTkBpVf3BiWVv,3uliAYf4KyTkBpVf3BiWVv,viking folk,50,296423,SKÁLD,0,0,0,0,4,,-117.168312,107.886459,10,"#ff5584"
0WPCPYm5IDNtQjuJOGNPcy,0WPCPYm5IDNtQjuJOGNPcy,"melodic metal, power metal, swedish heavy metal",55,241154,Brothers of Metal,0,0,0,0,4,,-66.218903,-153.755142,10,"#ff5584"
2hwZ6O8nd7zKSUqRhYPo5U,2hwZ6O8nd7zKSUqRhYPo5U,shanty,53,118623,Colm R. McGuinness,0,0,0,0,4,,-144.172058,-0.346482,10,"#ff5584"
09Z51O0q4AwHl7FjUUlFKw,09Z51O0q4AwHl7FjUUlFKw,"german metal, hurdy-gurdy, medieval rock, neue deutsche harte",53,242605,Saltatio Mortis,0,0,0,0,4,,-300.285919,-263.018463,10,"#ff5584"
0eI3X5rAzHRZVe5FPk4MN1,0eI3X5rAzHRZVe5FPk4MN1,"alternative metal, metal, post-grunge",63,714467,Bad Wolves,0,0,0,0,4,,-433.225281,-265.654175,10,"#ff5584"
0Gtv3Wi6jj0lW1Po5QbIGS,0Gtv3Wi6jj0lW1Po5QbIGS,,51,91142,Sail North,0,0,0,0,4,,-420.183167,-392.956726,10,"#ff5584"
3D8Amh1jMYCSSj6aq9pxtl,3D8Amh1jMYCSSj6aq9pxtl,,42,41238,Ryan Jesse,0,0,0,0,4,,-62.398823,-280.118866,10,"#ff5584"
1S4xN9nvW5vlFoRBisdxUL,1S4xN9nvW5vlFoRBisdxUL,pixie,49,213379,Halocene,0,0,0,0,4,,-177.372864,200.527863,10,"#ff5584"
4HrkLxQHZ5mgCtIVpiH5QX,4HrkLxQHZ5mgCtIVpiH5QX,rap rock,59,506880,From Ashes to New,0,0,0,0,4,,-633.40332,-388.792725,10,"#ff5584"
67ps5pbKVO7V9Fcb4lTIXz,67ps5pbKVO7V9Fcb4lTIXz,"fantasy metal, italian folk metal, italian power metal, middle earth, tolkien metal",52,341480,Wind Rose,0,0,0,0,4,,-41.186588,-48.341339,10,"#ff5584"
2hmePXeTr2b7cdRAtRjvPq,2hmePXeTr2b7cdRAtRjvPq,,57,220310,Jeris Johnson,0,0,0,0,4,,-374.058563,-160.492523,10,"#ff5584"
7Lj8CmxeAuJ2c2I6YxA6AJ,7Lj8CmxeAuJ2c2I6YxA6AJ,medieval rock,48,107760,dArtagnan,0,0,0,0,4,,-160.262909,-214.531586,10,"#ff5584"
2Ct54gNxKnYLnXk9HhviMI,2Ct54gNxKnYLnXk9HhviMI,medieval rock,51,185111,Feuerschwanz,0,0,0,0,4,,-46.791668,192.190384,10,"#ff5584"
0HlC5yAd9HNvemXZhujTqG,0HlC5yAd9HNvemXZhujTqG,,28,23075,Volfgang Twins,0,0,0,0,4,,-185.873764,-92.620178,10,"#ff5584"
2vhrwzjf9H3icunkVFi9tq,2vhrwzjf9H3icunkVFi9tq,swedish alternative rock,59,278238,Smash Into Pieces,14,0.143605,0.22857,7521,4,,-745.256104,-466.723694,68.121475,"#ff5584"
1E68fQlo7IbZBUIoi2OxIN,1E68fQlo7IbZBUIoi2OxIN,,34,7230,APOC,0,0,0,0,4,,-842.184509,-549.144043,10,"#ff5584"
0FHW0Lp33r3fvIG0HL4mW0,0FHW0Lp33r3fvIG0HL4mW0,swedish alternative rock,52,85726,Self Deception,0,0,0,0,4,,-664.837402,-512.133484,10,"#ff5584"
1j55zNwCQ3jhbNsnmrOrwr,1j55zNwCQ3jhbNsnmrOrwr,"gymcore, post-screamo",43,62909,Written by Wolves,0,0,0,0,4,,-816.253052,-724.219788,10,"#ff5584"
4fnono0JCZFAeeaecrI7kg,4fnono0JCZFAeeaecrI7kg,,50,132610,Solence,0,0,0,0,4,,-818.662048,-954.797607,10,"#ff5584"
2uMWUtg8XLpJxNSqbGOkl1,2uMWUtg8XLpJxNSqbGOkl1,rebel blues,49,135872,All Good Things,0,0,0,0,4,,-730.158875,-822.404175,10,"#ff5584"
2otRZcOVNcmdkZ5nEoogy6,2otRZcOVNcmdkZ5nEoogy6,"swedish alternative rock, swedish metalcore, trancecore",50,411022,Dead by April,0,0,0,0,4,,-929.825195,-752.28894,10,"#ff5584"
5gFZo6Oh5WehnbEj0XtxiF,5gFZo6Oh5WehnbEj0XtxiF,"gymcore, post-grunge",39,119938,Like A Storm,0,0,0,0,4,,-643.530212,-42.491154,10,"#ff5584"
5urnoBZifR5YXG5YdCOj34,5urnoBZifR5YXG5YdCOj34,gymcore,44,58989,Lansdowne,0,0,0,0,4,,-902.805847,-642.447693,10,"#ff5584"
5byg90wTxATnhB6kK253DF,5byg90wTxATnhB6kK253DF,gymcore,38,39953,Fight The Fade,0,0,0,0,4,,-714.144165,-925.835083,10,"#ff5584"
2WQQRKpu2PMLsHSrUJmyCS,2WQQRKpu2PMLsHSrUJmyCS,"gymcore, post-grunge",43,122483,The Veer Union,0,0,0,0,4,,-594.074585,-141.840668,10,"#ff5584"
1nRfyHvAh1foLjOCa3hbv7,1nRfyHvAh1foLjOCa3hbv7,"gymcore, hard alternative, pixie",40,56244,Throw The Fight,0,0,0,0,4,,-535.822144,-320.421021,10,"#ff5584"
5txAC0hwbFB09Nv8Y1hPJl,5txAC0hwbFB09Nv8Y1hPJl,heavy alternative,49,102912,Cult To Follow,0,0,0,0,4,,-699.102783,-719.312439,10,"#ff5584"
6L5kgEyFIlckHbMdRM2KXQ,6L5kgEyFIlckHbMdRM2KXQ,"christian alternative rock, christian rock",45,165637,Nine Lashes,0,0,0,0,4,,-761.149292,-616.951416,10,"#ff5584"
5vkIUHgmiNIPn4Beoh2QPc,5vkIUHgmiNIPn4Beoh2QPc,gymcore,46,83737,Onlap,0,0,0,0,4,,-829.043823,-391.82724,10,"#ff5584"
1SPVRGHIGb9TJxBKQ9O9XT,1SPVRGHIGb9TJxBKQ9O9XT,"gymcore, post-grunge",39,90123,Through Fire,0,0,0,0,6,,-683.923645,64.792625,10,"#73c000"
0fkTQEEyEyH71i9tDhS7CO,0fkTQEEyEyH71i9tDhS7CO,christian rock,52,284961,Ashes Remain,0,0,0,0,4,,-845.5979,-839.081055,10,"#ff5584"
1ZjAT2nTrzDIXFfsQ2hWJk,1ZjAT2nTrzDIXFfsQ2hWJk,"alternative metal, post-grunge",54,367601,Adelitas Way,0,0,0,0,4,,-714.023804,-315.169525,10,"#ff5584"
2VVZQODxIpxa5k3jej4J7J,2VVZQODxIpxa5k3jej4J7J,"gymcore, heavy alternative",39,46451,Fivefold,13,0.158186,0.248868,7764.083333,5,true,-1130.023682,-175.85144,70,"#ff8805"
6hdXH0PNv4JjYrh5qt2gwO,6hdXH0PNv4JjYrh5qt2gwO,gymcore,34,30371,Bridge to Grace,12,0.17984,0.27607,2748.791146,5,,-1249.2229,55.729713,31.242363,"#ff8805"
55RliSZew78P0uyOaTd7JD,55RliSZew78P0uyOaTd7JD,gymcore,22,9047,BROACH,0,0,0,0,5,,-1460.676147,-25.7286,10,"#ff8805"
2RHjhmanyYnqKUyLbslWsD,2RHjhmanyYnqKUyLbslWsD,"gymcore, hard alternative",38,19854,Oceans Divide,0,0,0,0,6,,-1177.400269,135.224991,10,"#73c000"
3NWaix6Tlb7dFlJybjAO7Z,3NWaix6Tlb7dFlJybjAO7Z,gymcore,33,21236,Ravenscode,0,0,0,0,5,,-1429.579346,135.580673,10,"#ff8805"
271JhHWMjcrOcExyEO92Hj,271JhHWMjcrOcExyEO92Hj,"future rock, gymcore",35,16492,Project Vela,0,0,0,0,5,,-1017.404236,-634.223267,10,"#ff8805"
1Ixyt0Ah86g7rmyguEkcTp,1Ixyt0Ah86g7rmyguEkcTp,gymcore,29,10655,Fight Like Sin,0,0,0,0,5,,-1363.893433,34.904682,10,"#ff8805"
1544bxPITBjizDipOaExe1,1544bxPITBjizDipOaExe1,"gymcore, hard alternative",26,16410,Cold Driven,0,0,0,0,5,,-1250.706055,-46.578083,10,"#ff8805"
3bHqX8FAJc822NW16efjeh,3bHqX8FAJc822NW16efjeh,gymcore,33,13554,Leader,0,0,0,0,5,,-1300.539917,-190.73671,10,"#ff8805"
5NBXaAMwQMTVN8skHe6fFF,5NBXaAMwQMTVN8skHe6fFF,gymcore,28,13236,Dark Signal,0,0,0,0,5,,-993.35614,-529.746521,10,"#ff8805"
6U70wG368rrDhQXmAfa4lP,6U70wG368rrDhQXmAfa4lP,gymcore,27,7471,Outrun the Fall,0,0,0,0,5,,-1168.108643,-385.05191,10,"#ff8805"
4yMIEw1F5ALRIv7bZz0jid,4yMIEw1F5ALRIv7bZz0jid,gymcore,32,17856,Late Night Savior,0,0,0,0,5,,-912.733887,-461.854767,10,"#ff8805"
7tOJXf03sB2Fwvqf52bEOu,7tOJXf03sB2Fwvqf52bEOu,gymcore,19,5005,Falling With Glory,0,0,0,0,5,,-1183.497681,-264.164093,10,"#ff8805"
2NHZXdh4W3waGwVk3CdP4T,2NHZXdh4W3waGwVk3CdP4T,"gymcore, hard alternative",40,47558,Downplay,0,0,0,0,5,,-1357.498169,-81.429688,10,"#ff8805"
5Np2R8axHFv3SJ2zzJ0rIC,5Np2R8axHFv3SJ2zzJ0rIC,gymcore,24,11413,Awaken the Giant,0,0,0,0,5,,-1429.595337,-160.042923,10,"#ff8805"
0sggPEf0HKWbB7c9mLD8Hw,0sggPEf0HKWbB7c9mLD8Hw,"gymcore, hard alternative",28,11247,Our Waking Hour,0,0,0,0,5,,-1085.098511,108.517143,10,"#ff8805"
14sYTbULWFBnWzbpUCeFWQ,14sYTbULWFBnWzbpUCeFWQ,"gymcore, hard alternative",30,17941,Papercut Massacre,0,0,0,0,5,,-1364.949585,-392.367493,10,"#ff8805"
7MUx5uHwpNCLJzLBhkuKbP,7MUx5uHwpNCLJzLBhkuKbP,gymcore,37,21514,Memory of a Melody,12,0.179122,0.273416,5019.184491,6,,-1284.583862,246.24408,48.78772,"#73c000"
0367tx3GB3VLh2jZ2PDVYN,0367tx3GB3VLh2jZ2PDVYN,gymcore,20,11043,Daybreak Embrace,0,0,0,0,6,,-1083.627686,240.748367,10,"#73c000"
1fIvid3Vol1DPWFHPOzkXT,1fIvid3Vol1DPWFHPOzkXT,gymcore,27,10730,Blockheads,13,0.158987,0.254176,729.583333,5,,-1374.196045,-264.518036,15.638142,"#ff8805"
2QuYDAP6BZBSgd1hYmXOqT,2QuYDAP6BZBSgd1hYmXOqT,gymcore,23,8231,Down In Ashes,0,0,0,0,5,,-1428.928467,-487.379608,10,"#ff8805"
2MpQ2ZlSEtMuqochYrurY6,2MpQ2ZlSEtMuqochYrurY6,gymcore,28,10372,Live My Last,0,0,0,0,5,,-1398.465576,-588.764771,10,"#ff8805"
456LTGwOKD0jDMyuz4Spek,456LTGwOKD0jDMyuz4Spek,gymcore,21,5113,Fighting Kind,0,0,0,0,5,,-1527.581543,-105.295433,10,"#ff8805"
0daTpiZheWYiySdCFQl3Az,0daTpiZheWYiySdCFQl3Az,gymcore,18,3156,Highway Saints,0,0,0,0,5,,-1274.618164,-316.806427,10,"#ff8805"
6akf848KfHiEa41gn4JsGh,6akf848KfHiEa41gn4JsGh,gymcore,26,8296,Silver End,12,0.178917,0.272354,1632.070467,5,,-1304.023193,148.569839,22.612465,"#ff8805"
6RJeXxF9XFvCA2AUZXzPUV,6RJeXxF9XFvCA2AUZXzPUV,gymcore,25,6676,Cinema Sleep,0,0,0,0,5,,-1500.042236,-257.659637,10,"#ff8805"
6scAwtx7K6H8RaOK8D8mSm,6scAwtx7K6H8RaOK8D8mSm,,14,3273,Season to Attack,0,0,0,0,5,,-1336.109497,-672.033936,10,"#ff8805"
755Rpc8dp3p1P81BBo02R2,755Rpc8dp3p1P81BBo02R2,gymcore,25,8352,Seconds Away,0,0,0,0,5,,-1507.725098,67.264137,10,"#ff8805"
4TM7UyY8jPMwqeuBFTaedW,4TM7UyY8jPMwqeuBFTaedW,gymcore,11,1840,What Comes to Life,0,0,0,0,5,,-1474.021851,-373.87149,10,"#ff8805"
6GDWGAZfCcD5Tf60rZ9qRT,6GDWGAZfCcD5Tf60rZ9qRT,gymcore,10,2659,Panic Era,14,0.139,0.220858,710.983333,5,,-1110.719849,-591.384033,15.494402,"#ff8805"
0KJJIaGCSLh6fdDr6jIobT,0KJJIaGCSLh6fdDr6jIobT,gymcore,4,1092,Astraphobia,0,0,0,0,5,,-1126.509033,-838.107544,10,"#ff8805"
30HgW9SZRmTeIJ2XVZowpr,30HgW9SZRmTeIJ2XVZowpr,gymcore,6,1913,Within The Grey,0,0,0,0,5,,-1216.341431,-622.258789,10,"#ff8805"
5K2gt53BDvM7uTr5aiaJaH,5K2gt53BDvM7uTr5aiaJaH,gymcore,9,2474,Emergent,0,0,0,0,5,,-1291.258667,-544.775635,10,"#ff8805"
7diKqYbXH5sVKiEkrnjlTf,7diKqYbXH5sVKiEkrnjlTf,gymcore,8,1611,Sidewise,0,0,0,0,5,,-950.319519,-1024.743164,10,"#ff8805"
7kwmB3DR3LMeqYk5R3ML55,7kwmB3DR3LMeqYk5R3ML55,gymcore,3,838,Halfwait,0,0,0,0,5,,-1103.387207,-1031.536499,10,"#ff8805"
4ODO30C0kB9JTU867SK65l,4ODO30C0kB9JTU867SK65l,gymcore,13,2969,Fallible,0,0,0,0,5,,-930.86084,-919.984436,10,"#ff8805"
2fipuG7lPlORljiEh3y4MR,2fipuG7lPlORljiEh3y4MR,gymcore,8,2415,Her Name Echoes,0,0,0,0,5,,-1243.066162,-856.624207,10,"#ff8805"
6TIZuvLs3tdW2wjFSnupPt,6TIZuvLs3tdW2wjFSnupPt,gymcore,6,1120,Cenacle,0,0,0,0,5,,-1177.071045,-945.546997,10,"#ff8805"
4nvpjCDB0XMfevjcSGd0vY,4nvpjCDB0XMfevjcSGd0vY,,3,475,Tens Upon Thousands,0,0,0,0,5,,-1004.554749,-834.150818,10,"#ff8805"
0ToN8UQmm8jWsvtksxVbYR,0ToN8UQmm8jWsvtksxVbYR,gymcore,16,4494,Evalyn Awake,0,0,0,0,5,,-1064.671387,-735.618347,10,"#ff8805"
4MzOxSmQFfxotAIxEz1eyk,4MzOxSmQFfxotAIxEz1eyk,gymcore,19,7958,Dear Agony,0,0,0,0,5,,-1268.675049,-446.476624,10,"#ff8805"
7w9BKieyb5JLiYvpvcq3MP,7w9BKieyb5JLiYvpvcq3MP,gymcore,3,2301,The Chaos Agent,0,0,0,0,5,,-1049.668701,-938.963196,10,"#ff8805"
17vZzYndfue6dpjKoYzrLN,17vZzYndfue6dpjKoYzrLN,"gymcore, hard alternative",7,3625,Cyrenic,0,0,0,0,5,,-1293.003052,-766.063354,10,"#ff8805"
3v3zJzqzBPu0nkLRCdB3kJ,3v3zJzqzBPu0nkLRCdB3kJ,gymcore,15,3091,Hyperdose,0,0,0,0,5,,-1021.343445,-1103.811279,10,"#ff8805"
59QziM5Yzb0zT3gttaIyOt,59QziM5Yzb0zT3gttaIyOt,"gymcore, hard alternative",17,7982,Joan Red,0,0,0,0,6,,-895.770691,159.977509,10,"#73c000"
5Op2mkfdmnPsJL00weKl8f,5Op2mkfdmnPsJL00weKl8f,,4,290,Coded,0,0,0,0,5,,-1179.24939,-731.033691,10,"#ff8805"
1rWCtAIVWZxnqwPl1XJAnT,1rWCtAIVWZxnqwPl1XJAnT,"gymcore, hard alternative",4,2309,Dark From Day One,0,0,0,0,5,,-935.629944,-250.51889,10,"#ff8805"
59SWX8K9XW6NEHKNY3ER4O,59SWX8K9XW6NEHKNY3ER4O,gymcore,26,7005,Message from Sylvia,13,0.158666,0.25338,1056.983333,5,,-1202.600342,-131.731415,18.168253,"#ff8805"
6xrDGZeQ08sJmaNr7OvyqC,6xrDGZeQ08sJmaNr7OvyqC,"gymcore, hard alternative",29,12790,Ghosts of August,0,0,0,0,6,,-1025.883667,358.692841,10,"#73c000"
45ez02u0CzZzTXmWJCiSCc,45ez02u0CzZzTXmWJCiSCc,gymcore,22,5523,Take The Day,0,0,0,0,6,,-1125.385864,-4.749372,10,"#73c000"
2nhx2JbZodH9cAKvfMQVs8,2nhx2JbZodH9cAKvfMQVs8,gymcore,15,4410,Burn the Rez,0,0,0,0,5,,-1058.362793,-441.408264,10,"#ff8805"
7L9ieGr5a3eLcVo9fvVipB,7L9ieGr5a3eLcVo9fvVipB,gymcore,28,7863,The Last Element,0,0,0,0,5,,-1162.316284,-499.393463,10,"#ff8805"
3VfW28jv4VC4PCGOxdGJWq,3VfW28jv4VC4PCGOxdGJWq,gymcore,18,4188,Lightscape,0,0,0,0,5,,-960.484314,-362.385956,10,"#ff8805"
5d4ALSbUUnSfZnEIrbHaHz,5d4ALSbUUnSfZnEIrbHaHz,gymcore,21,3832,TrineATX,0,0,0,0,5,,-1066.961914,-321.785187,10,"#ff8805"
5dSvb37xHx8ohf7nzeosdK,5dSvb37xHx8ohf7nzeosdK,"gymcore, hard alternative",27,14817,Another Lost Year,11,0.197609,0.283203,4190.780035,6,,-1170.741943,477.135345,42.385895,"#73c000"
2TnFjJJ7H7w4N7PsSSr1Ne,2TnFjJJ7H7w4N7PsSSr1Ne,gymcore,18,7403,Breaking Through,0,0,0,0,5,,-1410.755249,253.323746,10,"#ff8805"
1GKSY43ArBcXJNAiqcwN0e,1GKSY43ArBcXJNAiqcwN0e,"gymcore, hard alternative",21,14712,Silent Season,0,0,0,0,6,,-1129.413574,342.714294,10,"#73c000"
4i4Ra7cGv6zxiRtRSrhm1I,4i4Ra7cGv6zxiRtRSrhm1I,gymcore,33,26334,Shallow Side,12,0.184706,0.285146,663.573213,6,,-1196.763672,238.572006,15.128022,"#73c000"
7qnZOnyWkv53h8zSq7LGUo,7qnZOnyWkv53h8zSq7LGUo,"gymcore, hard alternative",26,21448,3 Years Hollow,0,0,0,0,6,,-1072.051392,549.09198,10,"#73c000"
4uMEYmxG5yfg5Vtx1o5uDe,4uMEYmxG5yfg5Vtx1o5uDe,"gymcore, heavy alternative",18,6347,Gravel Switch,0,0,0,0,6,,-1366.282471,509.498291,10,"#73c000"
7oevzNTtvs1voO1V2Z0UTv,7oevzNTtvs1voO1V2Z0UTv,"gymcore, hard alternative",22,13031,Within Reason,11,0.198107,0.28506,3846.595402,6,,-1203.886841,394.451111,39.726074,"#73c000"
7dqaqSF99mplIxbpPYVtD8,7dqaqSF99mplIxbpPYVtD8,"gymcore, heavy alternative",35,12064,Stellar Revival,0,0,0,0,6,,-1328.240356,374.557312,10,"#73c000"
1i02muAMNlTzg3oGJV7ZMj,1i02muAMNlTzg3oGJV7ZMj,"gymcore, hard alternative",33,43476,Emphatic,11,0.195639,0.280496,786.021752,6,,-960.150024,463.54657,16.074291,"#73c000"
27RNoVjypDuY5uVPMRWqI9,27RNoVjypDuY5uVPMRWqI9,"gymcore, hard alternative",29,14616,Fall Of Envy,0,0,0,0,6,,-1064.516357,451.878174,10,"#73c000"
7fBjvrS7ZTXcPYeCTDwWXG,7fBjvrS7ZTXcPYeCTDwWXG,"future rock, gymcore",27,19868,Deadset Society,12,0.18309,0.276654,388.70083,6,,-987.904175,159.301956,13.003838,"#73c000"
4siKRTUG4I38Cw6SmK3hjc,4siKRTUG4I38Cw6SmK3hjc,,15,2347,Reid Henry,0,0,0,0,6,,-827.997498,-280.64682,10,"#73c000"
5ZsRi6gCwRHuNFrFg7stMA,5ZsRi6gCwRHuNFrFg7stMA,,3,1295,Tense Machine,0,0,0,0,6,,-1021.664001,-203.533188,10,"#73c000"
5LgPoZGQ3w6YmtNLw0BVmL,5LgPoZGQ3w6YmtNLw0BVmL,"gymcore, metalcore",22,16486,Nine Shrines,0,0,0,0,6,,-1049.013672,-81.681015,10,"#73c000"
4olk2DDoPvzAJlJBonZFHk,4olk2DDoPvzAJlJBonZFHk,"gymcore, post-grunge",37,66780,Devour the Day,0,0,0,0,6,,-876.731506,354.769836,10,"#73c000"
30Ns8wCbxSPz2L1tnSypTG,30Ns8wCbxSPz2L1tnSypTG,gymcore,23,22121,As Lions,0,0,0,0,6,,-847.458801,-64.629128,10,"#73c000"
3TAuvixByrl46lX0uwygkg,3TAuvixByrl46lX0uwygkg,"gymcore, hard alternative",20,26057,Eve To Adam,11,0.190998,0.277402,1040.677235,6,,-915.408386,681.325867,18.042242,"#73c000"
3NA7pdIdD5hjZMMxI85CAX,3NA7pdIdD5hjZMMxI85CAX,gymcore,17,7888,American Sin,0,0,0,0,6,,-838.124634,-174.038818,10,"#73c000"
2gK2vUsncaH9nrI7gQIYH5,2gK2vUsncaH9nrI7gQIYH5,"gymcore, hard alternative",21,8639,Echoes The Fall,0,0,0,0,6,,-1431.223145,350.326996,10,"#73c000"
01O6fzBvv8w5ObhpmApn5J,01O6fzBvv8w5ObhpmApn5J,"gymcore, hard alternative",21,6213,Man Made Machine,12,0.177201,0.266516,772.370202,6,,-1269.09436,491.784363,15.968794,"#73c000"
3vHyyUBF8ixiMN0uwDl92H,3vHyyUBF8ixiMN0uwDl92H,gymcore,20,9807,Breathing Theory,0,0,0,0,6,,-1515.953247,230.807373,10,"#73c000"
3gG7K7TATrFEYcDpbppgNL,3gG7K7TATrFEYcDpbppgNL,"gymcore, hard alternative",20,9152,7 Days Away,0,0,0,0,6,,-1181.650269,589.238892,10,"#73c000"
